text,category
"Grabe naman, defective solar lights dito sa parking ng Basilica Minore! Ano na??",infrastructure
I would like to report that encroachment on sidewalk sa likod ng Capitol.,infrastructure
"Shoutout sa LGU, street light flickering on and off Calauag. Please actionan agad.",utilities
CONCERN: THERE IS NAG-AAWAY NA DRXNK OBSERVED IN BAGUMBAYAN. PLEASE INVESTIGATE.,public_safety
"Ask ko lang po kung may action na, structural integrity doubt kasi dito along Bicol Medical Center (BMC).",infrastructure
Good day. Requesting assistance: prime water complaint inside the vicinity of Barangay Hall.,utilities
Help. prime water complaint near the gate of City Hall. Pls fix.,utilities
Please be informed that there is steel plate on kalsada slippery at Santa Cruz.,infrastructure
"Ask ko lang po kung may action na, akyat bahay incident report kasi dito sa may may Iglesia ni Cristo.",public_safety
I AM WRITING TO FORMALLY REPORT UNREGISTERED VEHICLE IN AT THE PARKING OF VISTA MALL.,traffic
Nais ko pong ipagbgay alam na diapers thrown in canal sa Lerma.,sanitation
Good day. Requesting assistance: burial assistance request Mabolo.,social_services
Help. plastic bottles scattered s may Iglesia ni Cristo. Pls fix.,waste_management
Formal complaint: barrier broken located Mabolo.,infrastructure
We need help with smell imbornal the surroundings around Calauag.,sanitation
"Grabe naman, scheduled blackout inquiry dito Triangulo! Ano na??",utilities
Formal complaint: garbage truck noisy located near the gate of Metro Health.,waste_management
"Maaari ba, may scrap metal messy sa sa may Tinago High School.",waste_management
"Ask ko lang po kung may action na, busted ang street lights, madilim kasi dito Pacol.",infrastructure
NAIS KO PONG IPAGBIGAY ALAM NA COUGHING WITHOUT MASK SA CARARAYAN.,sanitation
CONCERN: PLASTIC BOTTLES SCATTERED OBSERVED IN SAN FELIPE. KINDLY INVESTIGATE.,waste_management
I am writing to formally report sore eyes pagkalat in front of Vista Mall.,health
Good day. Requesting assistance: job opening for senior high sa likod ng Our Lady of Immaculate Conception.,employment
i noticed social pensyon payout iskedyul in tabuco. hoping for action.,social_services
SUMBONG KO LANG PO ANG MONITOR LIZARD IN CEILING SA MAY FRONT OF CONCEPCION PEQUEÑA ELEMENTARY SCHOOL.,public_safety
Huy pansxnin niyo naman to. terrorist suspicion across Naga Central School. Nakaka-stress!,public_safety
"Grabe naman, monitor lizard in ceiling dito sa paring ng Camarines Sur National High School! Ano na??",public_safety
Formal complaint: spes requirements located malapit s Tinago High Shool.,employment
"Shoutout near LGU, high water bill s tapat ng Hall of Justice. Paki actionan agad.",utilities
"Ask ko lang po kung may action na, dust from construction kasi dito sa may parking ng San Francisco Church.",sanitation
"Kami po ay taga near the gate of Robinsons Place, report ko lang na substandard road projxct.",infrastructure
"Grabe naman, schoxl bxilding condemned dito sa parking ng Tabuco! Ano na??",infrastructure
"Concerned lang po kami sa mga bata, clearance holding along University of Neva Caceres (UNC).",employment
Formal complaint: garbage collector asking money located San Francisco.,waste_management
Report ko lng holiday pay not given Lerma.,employment
Help. dike breached Carolina. Pls fix.,infrastructure
Kindly check Dayangdang due to frequent power blink.,utilities
We need immediate action with rusty tubig form faucet around Pacol.,sanitation
We ask you to be informed that there is late registration bxrth at at the parking of San Felipe.,social_services
Urgent: flu vaccine for seniors near the gate of City Hall.,health
"SHOUTOUT SA LGU, ROTTING GARBAGE SMELL ACROSS PLAZA MEDICA. KINDLY ACTIONAN AGAD.",sanitation
I noticed final pay antala in Peñafrancia. Hoping for action.,employment
I am writing to formally file a complaint about nbi clearance slot in Dayangdang.,employment
"Kami po ay taga Igualdad, report ko lang na cat eyes missing.",infrastructure
"shoutout sa lgu, scabies infection in kids sa tapat ng bicol central station. please actionan agad.",health
"Shoutout sa LGU, driveway blocked sa may Bicol Medical Center (BMC). Please actionan agad.",traffic
"CONCERNED LANG PO KAMI SA MGA BATA, WHITE CARD APPLICATION SA TAPAT NG UNIVERSITY OF NUEVA CACERES (UNC).",health
"Ask ko lang po kung may action na, salaxy below minimum wage kasi dito Bagumbayan.",employment
"Ask ko lang po kung may action na, rotting garbage smell kasi dito Concepcion Pequeña.",sanitation
Formal complaint: discrimination sa hiring process located near the gate of Naga Imaging Center.,employment
"grabe naman, brownout nanaan dito dito santa cruz! ano na??",utilities
I would like to ipaalam that wedding civil ceremony Bagumbayan.,social_services
This is a notification about leanig electric post found at Liboton.,utilities
"Concerned lang po kami s mga bata, poisoning emergency malapit s LCC Mall.",health
Ireport ko lng tree branches hitting wire s parking ng Barngay Haxl.,infrastructure
"Tulungan niyo kami sa beside Concepcion Pequeña Elementary School, tubig lily blocking tulay.",infrastructure
Huy pansinin niyo naman to. cane for blind request inside the vicinity of Concepcion Grande. Nakaka-stress!,social_services
formal complaint: foundling child report located sa parking ng deca homes area.,social_services
Urgent: overpass dirty and dark Dinaga.,infrastructure
I noticed tree touching wire in beside Deca Homes area. Hoping for action.,utilities
"Concerned lang po kami sa mga bata, open dumpsite smell along Tabuco.",waste_management
"ASK KO LANG PO KUNG MAY ACTION NA, CHILD ABUSE REPORT KASI DITO ABELLA.",social_services
"Ask ko lang po kung may action na, walang sidewalk na madaanan kasi dito beside Concepcion Pequeña Elementary School.",infrastructure
Huy pansinin niyo naman to. wheelchair donation request Concepcion Pequeña. Nakaka-stress!,social_services
"Ask ko lang po kung may action na, smoke belching jeep kasi dito Liboton.",traffic
We are requesting help with madumi fingernails server around at the parking of Carmelite Monastery.,sanitation
Formal complaint: sand clogging drainage located Santa Cruz.,sanitation
I would like to sumbong that pagtapon ng basura sa ilog Peñafrancia.,waste_management
"Concerned lang po kami sa mga bata, social pension payout schedule Del Rosario.",social_services
"Concerned lang po kami sa mga bata, water pipe leak sa kalsada Tabuco.",utilities
"Concerned lang po kami sa may mga bata, rotting garbage smell across Bicol Central Station.",sanitation
"Shoutout sa LGU, bridge railing broken front of LTO Naga. Parang awa niyo na actionan agad.",infrastructure
"Concerned lang po kami s mga bata, congested adjudication office Bagumbayan.",traffic
Ipaalam ko lng braille materials request across Tabuco.,social_services
"Grabe naman, traffic enforcer nangongotong dito inside the vicinity of Magsaysay Food Strip! Ano na??",traffic
"Ask ko lang po kung may action na, kidnapping attempt kasi dito Triangulo.",public_safety
I am writing to formally report barangay hall leaking roof in Concepcion Pequeña.,infrastructure
Formal complaint: fogging schedule located loc: tapat ng Tinago High School.,health
May problema sa Bagumbayan: mendicancy law paglabag.,social_services
"Grabeh naman, drag racing ng motor sa may gabi dito Mabolo! Ano na??",public_safety
Urgent: 4ps beneficiary inquiry s likod ng San Francisco Church.,social_services
"Grabe naman, student driver unattended dito Concepcion Pequeña! Ano na??",traffic
Help. recycling inquiry Igualdad. Pls fix.,waste_management
"Grabe naman, underpass flooded dito across Police Station 1! Ano na??",infrastructure
"Kami po ay taga Igualdad, report ko lang na covered court roof hole.",infrastructure
Report ko lng labor inspector request Balatas.,employment
"Concerned lang po kami sa mga bata, lpg explosion danger Pacol.",public_safety
I noticed flu vaccine for seniors in Igualdad. Hoping for action.,health
Good day. Requesting assistance: ecobrick donation sa likod ng Santa Cruz.,waste_management
"Grae naxan, dirty water supply from faucet dito along Vista Mall! Ano na??",utilities
Urgent: low voltage aircon not working Del Rosrio.,utilities
Maari po bang aksyunan ang there is nakagat of dog dito sa Tabuco.,health
Huy pansinin niyo naxan to. overseas employment listing along Robinsons Place. Nakaka-stress!,employment
Kindly check in front of City Health Office due to bird nest on transformer.,utilities
Good day. Requesting assistance: fuse ctout exploded Balatas.,utilities
Concern: separation pay dispute observed in Dinaga. Please investigate.,employment
Sumbong ko lang po ang tubig salty taste sa may Bagumbayan.,utilities
"Ask ko lang po kung may action na, dole complaint filing kasi dito San Felipe.",employment
Ireport ko lng no attending physician Sabng.,health
I would like to report that employer not paying SSS contribution s may Metro Health.,employment
Nais ko pong ipagbigay alam na lpg explosion danger sa Concepcion Pequeña.,public_safety
"Ask ko lang po kung may action na, sobrang hina ng signal kasi dito sa tapat ng Ateneo de Naga.",utilities
Report ko lng lubog ng kalsda s tapat ng Police Station 1.,infrastructure
Report ko lng sira ng traffic light Lerma.,traffic
Sumbong ko lng grab car unavailable s may Naga City People's Mall.,traffic
"Shoutout sa LGU, ticet contestation front of LCC Mall. Please actionan agad.",traffic
Good day. Requesting assistance: video karera machine Lerma.,public_safety
"Kami po ay taga inside the vicinity of Naga Parochial School, reklamo ko lang na paint can disposal.",waste_management
"Kami po ay taga sa parking ng Ateneo de Naga, report ko lang na construction debris dumping.",waste_management
"Ask ko lang po kung may action na, hindi dumaan ang garbage truck kasi dito inside the vicinity of City Hall.",waste_management
"Kami po ay taga sa parking ng Camarines Sur National High School, sumbong ko lang na topload passenger jeep.",traffic
Kailan po maaayos ang certificate of employment withheld sa inside the vicinity of Naga City People's Mall?,employment
"Shoutout sa LGU, voltage surge damage appliances across Ago Foundation. Please actionan agad.",utilities
"Kami po ay taga Mabolo, raise ng concern ko lang na traffc rerouting confusion.",traffic
"Kami po ay taga front of Tinago High School, report ko lang na no contract signed.",employment
Report ko lng social pensixn payout scheule beside Plaza Medica.,social_services
Huy pansinin niyo naman to. no license plate Del Rosario. Nakaka-stress!,traffic
Nais ko pong ipagbigay alam na online scammer location sa inside the vicinity of Carmelite Monastery.,public_safety
"Concerned lang po kami sa may mga bata, barangay health worker rude Dayangdang.",health
Urgent: sobrng hina ng signal San Francisco.,utilities
I would like to ipaalam that packet loss internet along Panicuason.,utilities
Huy pansinin niyo naman to. educational assistance payout Mabolo. Nakaka-stress!,social_services
Kindly check Mabolo due to e-waste disposal where.,waste_management
We are requesting immediate help regarding no gabage collector personnel near behind St. John Hospital.,waste_management
Alert: sign language interpreter detected at behind Fire Station.,social_services
Huy pansinin niyo naman to. wedding civil ceremony San Francisco. Nakaka-stress!,social_services
Tulong. botika ng bayan inquiry Carolina. Pls fix.,health
"Shoutout sa LGU, senior citizen booklet sa parking ng City Health Office. Please actionan agad.",social_services
Formal complaint: jaywalking rampant located Santa Cruz.,traffic
Huy pansinin niyo naman to. construction accident beside Mabolo. Nakaka-stress!,public_safety
"ASK KO LANG PO KUNG MAY ACTON NA, STRUCTURAL INTEGRITY DOUBT KASI DITO SA TAPAT NG ATENEO DE NAGA.",infrastructure
"Ask ko lang po kung may action na, conduction sticker missing kasi dito inside the vicinity of San Francisco Church.",traffic
Sumbong ko lang po ang soil erosion near house sa may Tinago.,infrastructure
"Grabe naman, may putol na kable sa daan dito near the gate of Civic Center! Ano na??",utilities
Kailan po maaayos ang conduction sticker misxing sa sa may Camarines Sur National High School?,traffic
"Ask ko lang po kung may action na, loading/unloading violation kasi dito Triangulo.",traffic
"Shoutout sa LGU, driving without license Peñafrancia. Please actionan agad.",traffic
"Tulungan niyo kami sa sa may Ago Foundation, throw trash kahit saan.",waste_management
Please be informed that there is sexual harassment at work at behind Iglesia ni Cristo.,employment
Help. hazardous waste disposl Abella. Pls fix.,waste_management
Formal complaint: skin rashes outbreak located malapit sa Concepcion Pequeña Elementary Schoxl.,health
We are requesting immediate assistance regarding coding scheme tanong near Liboton.,traffic
I would like to report that medical exam for work Santa Cruz.,employment
"Ask ko lang po kung may action na, may nakagat ng aso kasi dito front of BISCAST.",health
Formal complaint: 4ps gambling money located Del Rosario.,social_services
Help. casureco brownout schedule s parking ng Plaza Medica. Pls fix.,utilities
"Concerned lang po kami near mga bata, chicken pox spreading Balatas.",health
"Kami po ay taga inside the vicinity of Concepcion Pequeña Elementary School, report ko lang na separation pay dispute.",employment
Report ko lng basura bumabara s drainage Dinaga.,waste_management
Urgent: lubog ng kalsda along Naga City Science High School.,infrastructure
Urgent: open canal hazard Peñafrancia.,sanitation
Raise ng concern ko lng illegal gambling tupada near the gate of Carmelite Monastery.,public_safety
"Ask ko lang po kung may action na, u-turn violation kasi dito Tabuco.",traffic
I would like to report that bumabaha tuwing umuulan sa pxrking ng Calauag.,infrastructure
Report ko lng hindi dumaan ng garbage truck beside City Hall.,waste_management
Huy pansinin niyo naman to. falling tree branch Concepcion Pequeña. Nakaka-stress!,public_safety
Saklolo. cat bite incident San Felipe. Pls fix.,health
NAIS KO PONG IPAGBIGAY ALAM NA ROACHES PESTE IN AREA SA SA PARKING NG METRO HEALTH.,sanitation
Report ko lng unsfe working condition s parking ng Naga Imaging Center.,employment
Humihingi po kami ng tulong dahil voyeurism ipagbigay-alam sa sa may Carmelite Monastery.,public_safety
"Shoutout sa LGU, illegal possession of firearms Caauag. Please actionan agad.",public_safety
"Kami po ay taga sa may Concepcion Pequeña Elementary School, reklamo ko lang na garbage truck noisy.",waste_management
Help. may sunog s residential area Tabuco. Pls fix.,public_safety
Report ko lng spitting momma everywhere near the gate of Bicol Medical Center (BMC).,sanitation
Saklolo. quarantine protocol inquiry Tringulo. Pls fix.,health
"Shoutout dito sa LGU, stalker alert Calauag. Please actionan agad.",public_safety
Huy pansinin niyo naman to. smoke from burning rubber sa tapat ng City Hall. Nakaka-stress!,sanitation
Help. footbridge rusted Dinaga. Pls fix.,infrastructure
"Kami po ay taga Carolina, report ko lang na signal jammer suspicion.",utilities
Help. junk shop complaint along Naga College Foundation (NCF). Pls fix.,waste_management
"Sana naman, may vape regulation tanong sa Pacol.",health
urgent: styrofoam waste blocking flow beside bicol central station.,sanitation
"Kami po ay taga Calauag, report ko lang na sparking wires sa poste.",utilities
We are requesting immediate intervention regarxing madumi fingernails server near near Hall of Justice.,sanitation
I would like to file ng complaint that cash for work payout antagal sa may parking ng Diversion Road commercial area.,employment
Nais ko pong ipagbigay alam na cracked concrete pavement sa along LTO Naa.,infrastructure
Formal complaint: loading/unloading violation located Liboton.,traffic
Urgent: union busting activity s may Iglesia ni Cristo.,employment
Help. midwife not available Igualdad. Pls fix.,health
File ng complaint ko lng packet loss internet Bagumbayan.,utilities
Pakitignan naman po ang konstruksyon accident sa beside Iglesia ni Cristo. Salamat.,public_safety
"Sobra naman, sanitary permit for food dito Bagumbayan! Ano na??",health
I would like to report that drug rehabilitation referral sa may Naga Imaging Center.,social_services
"Kami po ay taga near the gate of Concepcion Pequeña, report ko lang na open dumpsite smell.",waste_management
"Shoutxut near LGU, falling debris from construction front of Robertson Mall. Please actionan agad.",infrastructure
I would like to sumbong that video karera machine San Isidro.,public_safety
"Ask ko lang po kung may action na, poisoning emergency kasi dito Dayangdang.",health
Huy pansinin niyo naman to. cat eyes missing Carolina. Nakaka-stress!,infrastructure
I noticed voltage surge damage appliances in inside the vicinity of City Health Office. Hoping for action.,utilities
Urgent: cleaning of public park Bagumbayan.,sanitation
Tulong. muffler loud noise malapit s St. John Hospital. Pls fix.,traffic
"Grabe naman, holdup incident report dito dito sa may Brentwood College! Ano na??",public_safety
I would like to file ng complaint that no trash bins in plaza Santa Cruz.,waste_management
"Kami po ay taga beside Bagumbayan, report ko lang na rotten wood post.",utilities
We need aid with muslim community tulong around across Lerma.,social_services
Helppp. lost id rplacement process s may Basilica Minore. Pls fix.,social_services
Help. police response slow Bagumbayan. Pls fix.,public_safety
We are requesting immediate assistance regarding rotational brownout reklamo near beside Naga City People's Mall.,utilities
"Shoutout s LGU, snake bite emergency Sabang. Please actionan agad.",health
"Sobra naman, white card application dito Carolina! Ano na??",health
Huy pansinin niyo naman to. styrofoam waste blocking flow Triangulo. Nakaka-stress!,sanitation
formal complaint: truck hit wire located across dayangdang.,utilities
"shoutout loc: lgu, walang sidewalk na madaanan sabang. pls actionan agad.",infrastructure
Huy pansinin niyo naman to. adoption process inquiry near the gate of Triangulo. Nakaka-stress!,social_services
"Concerned lang po kami sa mga bata, typhoon victim helppp Triangulo.",social_services
Report ko lng driving without license beside Carmelite Monastery.,traffic
I noticed checxpoint request in Balatas. Hoping for action.,public_safety
Huy pansinin niyo naman to. pedestrian not respected malapit sa Naga City People's Mall. Nakaka-strxss!,traffic
Concern: status of scholarship aplikasyon observed in Calauag. Please investigate.,social_services
Sabihin ko lang po ang fuse cutout exploded sa may sa parking ng Naga Imaging Center.,utilities
Kailan po maaayos ang union busting activity sa inside the vicinity of Camarines Sur National High School?,employment
"ask ko lang po kung may action na, rape attempt reklamo kasi dito cararayan.",public_safety
Urgent: unregistered vehicle Calauag.,traffic
Help. student driver unattended Pacol. Pls fix.,traffic
Report ko lng terrorist suspicion Liboton.,public_safety
I would like to sumbong that bicycle lane blocked along Plaza Medica.,traffic
"Concerned lang po kami sa mga bata, buhol-buhol enforcer nangongotong Calaxag.",traffic
"Kami po ay taga Triangulo, report ko lang na sick leave deduction.",employment
Good day. Requesting assistance: reckless driving report Balatas.,traffic
"Kami po ay taga beside Ateneo de Naga, ipaalam ko lang na basketball court di gumagana ring.",infrastructure
Help. contact tracing update Liboton. Pls fix.,health
"Ask ko lang po kung may action na, ang lalim ng lubak s daan kasi dito Lerma.",infrastructure
"Concerned lang po kami loc: mga bata, free vitamins for seniors beside Gaisano Mall.",health
"Grabe naman, amoy ihi ung pader dito Santa Cruz! Ano na??",sanitation
Good day. Requesting assistance: pesonaga hiring list Panicuason.,employment
Good day. Requesting assistance: no attending physician malaxit sa Magsaysxy Food Strip.,health
File ng complaint ko lng double parking s main road s tapat ng Naga City Science High School.,traffic
"Shoutout loc: LGU, rotten wood post malapit sa Santa Cruz. Please actionan agad.",utilities
Formal complaint: bato-bato sa sasakyan located San Francisco.,public_safety
"Tulungan niyo kami sa San Isidro, goat manure on kalsada.",sanitation
Huy pansinin niyo naman to. pwd employment qxota inside the vicinity of Naga Parochial School. Nakaka-stress!,employment
Formal complaint: tricycle overcharging fare located across Plaza Medica.,traffic
I would like to ipaalam that 4ps delisting complaint Santa Cruz.,social_services
I would like to raise ng concern that mask mandate violation Calauag.,public_safety
"Concerned lang po kami sa mga bata, sneezing on food Concepcion Grande.",sanitation
I would like to report that resume writing assistance sa may Naga Imaging Center.,employment
We are requesting immediate assistance regarding chemotherapy financial aid near in front of Naga College Foundation (NCF).,health
"Concerned lang po kami sa mga bata, bird nest on transformer Mabolo.",utilities
"Kami po ay taga Abella, raise ng concern ko lang na may nag-aaway na lasing.",public_safety
"Ask ko lang po kung may action na, cane for blind request kasi dito sa likod ng Bicol Medical Center (BMC).",social_services
Good day. Requesting assistance: high latency ping Del Rosario.,utilities
"ASK KO LANG PO KUNG MAY ACTION NA, TERMITE INFESTED POST KASI DITO LERMA.",utilities
I would like to report that meter reading error complaint Sabang.,utilities
Ipaalam ko lng rotten vegetables dumping Panicuason.,sanitation
"Ask ko lang po kung may action na, monument vandalized kasi dito inside the vicinity of Fire Station.",infrastructure
Formal complaint: di hinahakot ang nabubulok located across Police Station 1.,waste_management
Huy pansinin niyo naman to. fake recruiter report near may Carmelite Monstery. Nakaka-stress!,employment
I would like to report that estero cleaning neexed San Felipe.,sanitation
"Ask ko lang po kung may action na, brownout nanaman dito kasi dito malapit sa University of Nueva Caceres (UNC).",utilities
formal complaint: malasakit center requirements located panicuason.,health
"Ask ko lang po kung may action na, modem replacement request kasi dito near the gate of Carmelite Mnastery.",utilities
Formal complaint: beggars on street located Tinago.,social_services
Sabihin ko lang po ang methane gas smell sa may across Peñafrancia Shrine.,waste_management
Good day. Requesting assistance: pwd accessibility ramp Calauag.,social_services
"Kami po ay taga beside Camarines Sur National High School, report ko lang na curfew violation ng mga minor.",public_safety
"Concerned lang po kami s mga bata, medical exam for work San Francisco.",employment
"Grabe naman, battery disposal bin dito Panicuason! Ano na??",waste_management
Nais ko pong ipagbgay alam na no tubig in second floor sa sa likod ng San Isidro.,utilities
Good day. Requesting assistance: piggery too close to houses San Francisco.,sanitation
"Grabe naman, malnourished kids feeding dito along Deca Homes area! Ano na??",health
This is a notification about illegal structure on kalsada located at Santa Cruz.,infrastructure
"Ask ko lang po kung may action na, birds pickng trash kasi dito sa parking ng Naga College Foundation (NCF).",waste_management
"GRABE NAMAN, BIRD NEST ON TRANSFORMER DITO TABUCO! ANO NA??",utilities
"Concerned lang po kami sa mga bata, alcoholic livxr disease help sa parking ng Naga Central School.",health
Help. burning rubber smell Calauag. Pls fix.,waste_management
"Ask ko lang po kung may action na, sluice gate stuck kasi dito sa tapat ng NICC Doctors Hospital.",infrastructure
Urgent: illegal structure on road s likod ng Bicol Central Station.,infrastructure
I would like to report that rape attempt report frnt of Lerma.,public_safety
WE NEED HELP WITH DISCRIMINATION IN TUMATANGGAP PROCESS AROUND AT THE PARKING OF LERMA.,employment
This is a notification about van terminal illegal occurring at near SM City Naga.,traffic
Nais ko pong ipagbigay alam na tanong for DOLE TUPAD progrxm sa sa parking ng Santa Cruz.,employment
we demand help with kasambahay law paglabag around tabuco.,employment
Huy pansinin niyo naman to. pwd employment quota along LTO Naga. Nakaka-stress!,employment
Hxlp. beggars on street Panicuason. Pls fix.,social_services
Please be informed that there is union busting activity at Balatas.,employment
Kailan po maaayos ang solar street light stolen sa beside Magsaysay Food Strip?,utilities
Huy pansinin niyo naman to. bird nest on transformer near the gate of Naga College Foundation (NCF). Nakaka-stress!,utilities
Humihingi po kami ng tulong dahil sign language interpreter sa Mabolo.,social_services
Good day. Requesting assistance: laptop loan for teachers sa parking ng Mxther Seton Hospital.,social_services
IPAALAM KO LNG SEXUAL HARASSMENT IN PUBLIC CARARAYAN.,public_safety
"Kami po ay taga sa may parking ng BISCAST, report ko lang na pesonaga hiring list.",employment
"Grabe naman, stel plate on road slippery dito Dinaga! Ano na??",infrastructure
URGENT: BIRD NEST ON TRANSFORMER BALATAS.,utilities
"Concerned lang po kami sa mga bata, harassment in workplace Santa Cruz.",employment
"Ask ko lang po kung may action na, coding scheme inquiry kasi dito Panicuason.",traffic
I would like to report that jeepney strike stranded across Iglesia ni Cristo.,traffic
Report ko lng unannounced water interruption Tringulo.,utilities
Huy pansinin niyo naman to. baha sa kalsada Liboton. Nakaka-stress!,infrastructure
Help. road rage incident file ng complaint Concepcion Pequeña. Pls fix.,traffic
"CONCERNED LANG PO KAMI SA MGA BATA, FINAL PAY DELAY DITO SA MAY AGO FOUNDATION.",employment
"Ask ko lang po kung may action na, street name painted over kasi dito Panicuason.",infrastructure
"Kami po ay taga aross Hall of Justice, report ko lang na plastic bottles scattered.",waste_management
Pakitignan naman po ang cigarette butts everywhere sa Bagumbayan. Salamat.,waste_management
Huy pansinin niyo naman to. traffic enforcer nangongotong front of Naga Central School. Nakaka-stress!,traffic
"Shoutout sa LGU, feeding program request for kids Dayangdang. Please actionan agad.",social_services
Help. hazardous waste dumping Igualdad. Pls fix.,sanitation
"Ask ko lang po kung may action na, daycare center enrollment kasi dito Panicuason.",social_services
I would like to report that water turbxd Mabolo.,utilities
Nais ko pong ipagbigay alam na cara y cruz on street sa Sabang.,public_safety
I would like to file ng complaint that jeepney cutting trip violation inside the vicinity of Brentwood College.,traffic
Formal complaint: dental services unavailable located near the gate of Naga City Sciece High School.,health
Formal complaint: coastal cleanup schedule located Balatas.,waste_management
Concern: open dumpsite smell observed in Carolina. Please investigate.,waste_management
"Concerned lang po kami sa mga bata, flies swarming trash Igualdad.",sanitation
Urgent: discrimination s hiring process inside the vicinity of Igualdad.,employment
Urgent: fluctxating ng kuryente along Tinago High School.,utilities
"Tindi naman, crosswalk blocked dito front of Unitop! Ano na??",traffic
We ask you to be informed that there is crane collapse fear at near Tinago High School.,public_safety
File ng complaint ko lng birthing home snitation Abella.,health
"Shoutout sa LGU, tambak na basura sa kalsada sa parking ng LTO Naga. Please actionan agad.",sanitation
Good day. Requesting assistance: air lock in water pipe sa likod ng Ateneo de Naga.,utilities
"ASK KO LANG PO KUNG MAY ACTION NA, NAGSUSUNOG NG PLASTIC YUNG KAPITBAHAY KASI DITO SABANG.",waste_management
Urgent: missed collection again San Francisco.,waste_management
urgent: flying connection report igualdad.,utilities
Urgent: budol-budol gng s parking ng Brentwood College.,public_safety
We are requesting immediate assistance regarding school supplies distribution near front of Camarines Sur National High Scxool.,social_services
Help. handling food with bare hands along Basilica Minore. Pls fix.,sanitation
I would like to report that laptop loan for teachers Concepcion Grande.,social_services
Formal complaint: mababa ang pasahod located Calauag.,employment
urgent: dole complaint filing panicuason.,employment
"Grabeh naman, recycling inquiry dito Dinaga! Ano na??",waste_management
Please be informed that there is driver boundary system at Sabang.,employment
"Kami po ay taga beside Bicol Central Station, report ko lang na e-waste disposal where.",waste_management
Foxmal complaint: guho ang lupa located Igualdad.,infrastructure
Sumbong ko lang po ang tubig turbid sa may Carolina.,utilities
Help. ghost project reported Lerma. Pls fix.,infrastructure
"Shxutout sa LGU, cane for blind request malapit sa Camarines Sur National High School. Please actionan agad.",social_services
"Ask ko lang po kung may action na, asthma attacks due to dust kasi dito San Isidro.",health
"Sobra naman, cigarette butts everywhere dito Carolina! Ano na??",waste_management
GOOD DAY. REQUESTING ASSISTANCE: RELIGIOUS DISCRIMINATION WORK INSIDE THE VICINITY OF BISCAST.,employment
"Concerned lang po kami sa mga bata, student driver unattended along Naga City Hospital.",traffic
Nais ko pong ipagbigay alam na driveway blocked sa sa may Mother Seton Hospital.,traffic
"Concerned lang po kami sa mga bata, amoy ihi ang pader along Mother Seton Hospital.",sanitation
I am writing to formally report kalsada widening project antala in Cararayan.,infrastructure
"Sobra naman, trash bins boken dito front of Vista Mall! Ano na??",waste_management
"Concerned lang po kami dito sa mga bata, 911 not answering near the gate of San Felipe.",public_safety
Pakitignan naman po ang animal cruelty sabihin sa Pacol. Salamat.,public_safety
nais ko pong ipagbigay alam na worms in tap tubig sa balatas.,sanitation
"Ask ko lang po kung may action na, kaambahay law violation kasi dito Concepcion Grande.",employment
"Ask ko lang po kung may action na, muddy water supply kasi dito near parking ng Hall of Justice.",sanitation
Report ko lng open dumpsite smell front of Barngay Hall.,waste_management
"Ask ko lang po kung may action na, fire truck assistance needed kasi dito sa parking ng Metropolitan Cathedral.",public_safety
I AM WRITING TO FORMALLY INFORM YOU ABOUT NO LICENSE PLATE IN IGUALDAD.,traffic
"Ask ko lang po kung may action na, packet loss internet kasi dito Lerma.",utilities
Good day. Requesting assistance: guho ang lupa Santa Cruz.,infrastructure
Formal complaint: sobrang dilim ng eskinita located sa tapat ng Naga Parochial School.,public_safety
Huy pansinin niyo naman to. street light flickering on and off across Vista Mall. Nakaka-stress!,utilities
"Ask ko lang po kung may action na, tricycle refusal to convey kasi dito Cararayan.",traffic
MAY PROBLEMA SA ALONG DECA HOMES AREA: NO SIDEWALK NA MADAANAN.,infrastructure
Concern: hiling police visibility observed in across Naga College Foundation (NCF). We ask you to investigat.,public_safety
"Kami po ay taga sa may Hall of Justice, report ko lang na retirement bexefit calculation.",employment
FORMAL COMPLAINT: RAPID TEST KIT AVAILABILITY LOCATED CONCEPCION PEQUEÑA.,health
"Ask ko lang po kung may action na, labor inspector request kasi dito sa may parking ng Sabang.",employment
I would like to report that free tablet for students Bagumbayan.,social_services
Raise ng concern ko lng plastic straw ban inquiry s parking ng Mother Seton Hospital.,waste_management
Good day. Requesting assistance: illegal parking sa kalsada across Puregold.,traffic
Urgen: ecobrick donation Lerxa.,waste_management
REKLAMO KO LNG SNATCHING INCIDENT S KANTO CAROLINA.,public_safety
Help. slary below minimum wage Balatas. Pls fix.,employment
I would like to report that calamity loan inquiry sa may Hall of Justice.,social_services
Urgent: market stall dirty front of Police Station 1.,sanitation
"Ask ko lang po kung may action na, contractor ran away kasi dito Del Rosario.",infrastructure
Formal compaint: contractualization issue located Carolina.,employment
Formal complaint: sparking wires near poste located across Metxo Health.,utilities
"Shoutout sa may LGU, yellow box junction blocked sa may tapat ng BISCAST. Please actionan agad.",traffic
"Ask ko lang po kung may action na, high blood pressure monitorxng request kasi dito across Diversion Road commercial are.",health
I would like to report that malnourished kids feeding across SM City Naga.,health
Urgent: spitting momma everywhere across Capitol.,sanitation
We are requesting immediate assistance regarding student driver unattended near Dayangdang.,traffic
"Shoutout sa LGU, endo contract renewal near the gate of Vista Mall. Please actionan agad.",employment
"Ask ko lang po kung may action na, historical marker missing kasi dito front of Unitop.",infrastructure
